state,startdate,enddate,grade,samplesize,population,rawpoll_clinton,rawpoll_trump
MD,8/26/2016,9/8/2016,A-,364,lv,53.93,29.58
MD,8/12/2016,9/1/2016,A-,526,lv,52.18,32.11
MI,9/21/2016,9/26/2016,B,516,lv,37.28,29.9
WA,8/26/2016,9/8/2016,A-,502,lv,45.05,37.02
GA,7/24/2016,7/24/2016,B,500,lv,44.2,45.5
MO,8/5/2016,8/6/2016,,1280,lv,42,44
MT,8/31/2016,9/6/2016,B,157,lv,29.85,32.2
TN,8/26/2016,9/8/2016,A-,413,lv,27.91,48.53
SD,8/31/2016,9/6/2016,B,59,lv,35.35,34.63
NH,8/24/2016,8/30/2016,B,73,lv,32.92,22.15
FL,5/31/2016,6/2/2016,B+,625,lv,45,42
MD,4/5/2016,4/9/2016,A,2563,rv,63,27
MI,8/9/2016,9/1/2016,C-,2428,rv,39,38
ND,8/24/2016,8/30/2016,B,63,lv,21.39,48.83
LA,8/19/2016,9/8/2016,A-,342,lv,33.24,59.91
RI,8/17/2016,8/23/2016,B,73,lv,44.22,18.48
NJ,9/21/2016,9/26/2016,B,605,lv,37.55,35.87
AL,8/19/2016,9/8/2016,A-,367,lv,42.33,50.6
IL,9/2/2016,9/8/2016,A-,460,lv,51.65,33.86
PA,9/21/2016,9/26/2016,B,734,lv,35.11,35.75
AR,8/31/2016,9/6/2016,B,189,lv,33.78,40.6
GA,9/14/2016,9/20/2016,B,543,lv,30.02,44.88
AZ,6/20/2016,6/20/2016,C+,1060,lv,46.5,42.2
SD,8/24/2016,8/30/2016,B,84,lv,27.93,38.56
GA,8/9/2016,9/1/2016,C-,2034,rv,39,40
PA,9/9/2016,9/15/2016,A-,423,lv,46.11,43.81
CO,8/26/2016,9/8/2016,A-,417,lv,40.5,43.29
KY,9/7/2016,9/13/2016,B,368,lv,32.16,43.82
MS,8/12/2016,9/1/2016,A-,150,lv,30.33,58.52
MN,8/26/2016,9/8/2016,A-,517,lv,41.56,31.31
VA,9/14/2016,9/20/2016,B,616,lv,36.26,36.84
DE,8/24/2016,8/30/2016,B,99,lv,34.1,31.69
KY,8/19/2016,9/8/2016,A-,409,lv,37.01,53.27
CT,9/7/2016,9/13/2016,B,304,lv,41.81,26.44
VT,8/17/2016,8/23/2016,B,87,lv,42.83,11.42
NE,8/31/2016,9/6/2016,B,248,lv,27.38,40.91
AZ,9/2/2016,9/15/2016,A-,467,lv,39.48,46.11
NY,9/2/2016,9/8/2016,A-,631,lv,51.83,30.11
OH,9/21/2016,9/26/2016,B,737,lv,31.94,35.09
WY,8/17/2016,8/23/2016,B,78,lv,26.27,41.75
TN,9/7/2016,9/13/2016,B,534,lv,23.92,49.08
MN,9/14/2016,9/20/2016,B,579,lv,37.2,26.85
OK,5/2/2016,5/4/2016,B,500,rv,28,48
TX,9/21/2016,9/26/2016,B,1003,lv,29.93,42.1
CO,9/14/2016,9/20/2016,B,550,lv,40.6,28.49
MD,9/7/2016,9/13/2016,B,454,lv,43.81,25.98
AZ,9/14/2016,9/20/2016,B,572,lv,37.46,32.1
MA,8/26/2016,9/8/2016,A-,485,lv,53.47,29.86
NC,9/14/2016,9/20/2016,B,708,lv,32.31,39.54
OK,8/31/2016,9/6/2016,B,244,lv,29.34,44.56
WI,8/26/2016,9/8/2016,A-,523,lv,38.43,39.67
IA,9/7/2016,9/13/2016,B,411,lv,30.38,35.27
SC,9/7/2016,9/13/2016,B,374,lv,30.53,39.13
CA,9/9/2016,9/15/2016,A-,577,lv,62.5,24.22
HI,8/17/2016,8/23/2016,B,87,lv,42.98,22.49
AL,9/7/2016,9/13/2016,B,425,lv,19.02,56.78
FL,6/11/2016,6/20/2016,B-,300,lv,49,38
WI,6/22/2016,6/23/2016,B+,843,v,47,39
OH,9/9/2016,9/15/2016,A-,450,lv,47.21,43.52
CA,8/9/2016,9/1/2016,C-,2574,rv,49,28
ID,8/12/2016,9/1/2016,A-,126,lv,27.92,58.08
SC,8/12/2016,9/1/2016,A-,299,lv,45.14,48.14
AR,8/12/2016,9/1/2016,A-,243,lv,42.2,47.62
NV,8/31/2016,9/6/2016,B,220,lv,34.75,33.81
MO,9/14/2016,9/20/2016,B,588,lv,33.26,31.81
NH,8/12/2016,9/1/2016,A-,131,lv,43.58,44.52
IL,9/21/2016,9/26/2016,B,933,lv,36.79,30.29
ME,8/17/2016,8/23/2016,B,105,lv,35.99,32.25
WA,9/14/2016,9/20/2016,B,486,lv,36.97,28.2
CO,8/12/2016,9/1/2016,A-,495,lv,44.57,38.55
MA,9/7/2016,9/13/2016,B,481,lv,42.9,28.07
WV,8/24/2016,8/30/2016,B,88,lv,19.6,48.64
NY,9/21/2016,9/26/2016,B,931,lv,42.53,29.4
AK,8/17/2016,8/23/2016,B,87,lv,29.51,37.98
IN,9/14/2016,9/20/2016,B,607,lv,31.89,32.25
MI,9/14/2016,9/20/2016,B,613,lv,34.85,33.58
FL,8/9/2016,9/1/2016,C-,3287,rv,42,40
ME,8/12/2016,9/1/2016,A-,160,lv,42.22,41.65
MD,4/15/2016,4/17/2016,B+,879,v,61,28
MS,8/31/2016,9/6/2016,B,194,lv,26.97,53.12
NJ,8/19/2016,9/1/2016,A-,666,lv,47.4,36.24
LA,8/31/2016,9/6/2016,B,273,lv,23.88,50.15
TX,9/2/2016,9/8/2016,A-,405,lv,30.91,48.29
FL,9/21/2016,9/26/2016,B,956,lv,34.29,41.33
NH,8/17/2016,8/23/2016,B,80,lv,45.34,28.86
KS,8/12/2016,9/1/2016,A-,254,lv,37.02,52.45
PA,4/4/2016,4/7/2016,A,1607,lv,44,44
WI,9/14/2016,9/20/2016,B,748,lv,42.22,24.49
FL,9/9/2016,9/15/2016,A-,722,lv,46.33,49.84
MI,9/2/2016,9/15/2016,A-,644,lv,43.63,43.84
KS,8/31/2016,9/6/2016,B,297,lv,36.4,33.94
DC,8/17/2016,8/23/2016,B,58,lv,54.01,22.16
NM,8/31/2016,9/6/2016,B,215,lv,27.25,29.96
WV,8/5/2016,8/25/2016,A-,134,lv,39.49,46.86
IA,8/12/2016,9/1/2016,A-,282,lv,41.18,44.18
MS,8/5/2016,8/25/2016,A-,161,lv,36.54,53.49
CA,9/21/2016,9/26/2016,B,1311,lv,45.47,30.35
OR,9/7/2016,9/13/2016,B,381,lv,42.32,29.77
GA,8/26/2016,9/8/2016,A-,529,lv,37.89,48.39
OR,8/19/2016,9/8/2016,A-,472,lv,46.76,35.01
ID,8/24/2016,8/30/2016,B,168,lv,25.17,35.94
NE,8/12/2016,9/1/2016,A-,127,lv,37.84,44.65
OK,8/12/2016,9/1/2016,A-,288,lv,36.51,48.41
MA,5/2/2016,5/5/2016,B+,500,lv,55,31
CA,9/2/2016,9/8/2016,A-,751,lv,59.58,32.19
NC,5/21/2016,5/23/2016,B+,600,lv,36,39
ND,8/17/2016,8/23/2016,B,62,lv,20.62,41.81
CO,7/7/2016,7/8/2016,B-,1313,a,39,38
NV,8/12/2016,9/1/2016,A-,225,lv,42.89,34.94
NY,4/4/2016,4/7/2016,A,1403,lv,53,37
NJ,9/14/2016,9/20/2016,B,655,lv,35.6,36.19
AL,8/12/2016,9/1/2016,A-,367,lv,39.39,51.54
WV,7/29/2016,8/18/2016,A-,183,lv,38.93,48.45
ID,8/5/2016,8/25/2016,A-,144,lv,29.2,49.24
IN,8/19/2016,9/1/2016,A-,303,lv,32.08,55.66
LA,8/12/2016,9/1/2016,A-,333,lv,36.85,56.69
MO,8/19/2016,9/1/2016,A-,297,lv,35.46,50.78
TN,8/19/2016,9/1/2016,A-,401,lv,31.48,49.44
NM,5/13/2016,5/15/2016,B+,802,lv,41,33
KY,8/31/2016,9/6/2016,B,405,lv,29.48,40.03
AZ,5/13/2016,5/15/2016,B+,896,v,38,40
RI,8/10/2016,8/16/2016,B,72,lv,34.17,27.03
DE,8/17/2016,8/23/2016,B,101,lv,35.71,23.01
MS,7/29/2016,8/18/2016,A-,214,lv,38.33,51.86
WV,8/17/2016,8/23/2016,B,107,lv,25.72,47.13
PA,9/14/2016,9/20/2016,B,772,lv,34.81,36.05
OH,9/14/2016,9/20/2016,B,846,lv,33.76,32.71
CT,8/12/2016,9/1/2016,A-,358,lv,47.04,39.13
NV,5/24/2016,5/25/2016,B-,1637,rv,41,44
MS,8/24/2016,8/30/2016,B,253,lv,25.24,47.98
KY,8/12/2016,9/1/2016,A-,404,lv,41.76,46.34
WA,9/7/2016,9/13/2016,B,613,lv,43.87,24.3
PA,9/2/2016,9/8/2016,A-,422,lv,49.12,44.29
AR,8/24/2016,8/30/2016,B,179,lv,31.74,42.42
CT,8/31/2016,9/6/2016,B,310,lv,38.56,26.41
ME,8/10/2016,8/16/2016,B,121,lv,45.25,17.56
AZ,8/26/2016,9/8/2016,A-,458,lv,39.57,45.89
CO,9/7/2016,9/13/2016,B,603,lv,36.23,28.93
GA,9/7/2016,9/13/2016,B,542,lv,31.01,39.72
ID,7/29/2016,8/18/2016,A-,186,lv,30.39,44.22
AR,8/5/2016,8/25/2016,A-,250,lv,39.49,47.65
NY,4/7/2016,4/10/2016,B+,1403,v,55,35
PA,7/5/2016,7/10/2016,A,829,rv,43,35
ME,8/5/2016,8/25/2016,A-,176,lv,38.78,39.83
NC,9/7/2016,9/13/2016,B,779,lv,32.64,37.88
NH,8/5/2016,8/25/2016,A-,133,lv,33.7,47.86
ND,8/10/2016,8/16/2016,B,78,lv,22.03,43.01
SD,8/17/2016,8/23/2016,B,72,lv,33.23,25.56
MT,8/24/2016,8/30/2016,B,128,lv,32.36,33.33
AZ,9/7/2016,9/13/2016,B,601,lv,33.95,34.56
OK,8/24/2016,8/30/2016,B,244,lv,28.72,37.06
SC,8/5/2016,8/25/2016,A-,302,lv,45.82,45.72
FL,6/27/2016,6/28/2016,B-,1619,rv,48.5,48.5
TX,9/14/2016,9/20/2016,B,1046,lv,28.94,42.35
MN,8/19/2016,9/1/2016,A-,457,lv,41.97,32.95
WA,8/19/2016,9/1/2016,A-,404,lv,45.38,35.41
OH,9/2/2016,9/8/2016,A-,458,lv,47.39,45.5
KS,8/5/2016,8/25/2016,A-,274,lv,37.35,47.97
IL,9/14/2016,9/20/2016,B,1027,lv,39.01,29.4
MO,9/7/2016,9/13/2016,B,636,lv,34.37,33.32
MD,8/31/2016,9/6/2016,B,447,lv,46.95,23.56
VA,9/7/2016,9/13/2016,B,560,lv,37.17,31.32
IA,8/31/2016,9/6/2016,B,402,lv,36.29,30.31
IN,9/7/2016,9/13/2016,B,667,lv,30.92,31.52
TN,8/31/2016,9/6/2016,B,509,lv,30.55,43.66
WI,3/28/2016,3/30/2016,A,1602,lv,49,35
NE,8/5/2016,8/25/2016,A-,136,lv,45.02,41.5
WY,8/10/2016,8/16/2016,B,66,lv,21.98,40.77
NC,8/26/2016,9/8/2016,A-,484,lv,45.98,44.7
AK,8/10/2016,8/16/2016,B,88,lv,31.73,28.39
OK,8/5/2016,8/25/2016,A-,320,lv,31.99,54.42
MI,9/7/2016,9/13/2016,B,681,lv,34.61,31.05
NV,8/5/2016,8/25/2016,A-,253,lv,40.86,38.78
SC,8/31/2016,9/6/2016,B,354,lv,30.31,40.17
FL,9/14/2016,9/20/2016,B,1125,lv,30.25,43.12
LA,8/24/2016,8/30/2016,B,294,lv,23.53,49.56
HI,8/10/2016,8/16/2016,B,76,lv,53.27,22.95
SD,8/10/2016,8/16/2016,B,95,lv,24.68,34.67
IA,8/5/2016,8/25/2016,A-,288,lv,43.05,39.52
IL,8/26/2016,9/1/2016,A-,359,lv,49.97,36.68
WI,8/19/2016,9/1/2016,A-,447,lv,37.55,38.16
NE,7/29/2016,8/18/2016,A-,185,lv,34.72,49.39
OR,8/31/2016,9/6/2016,B,418,lv,38.78,28.36
MA,8/19/2016,9/1/2016,A-,401,lv,47.92,31.85
NV,8/24/2016,8/30/2016,B,199,lv,34.38,33.9
NH,7/29/2016,8/18/2016,A-,163,lv,40.68,39.45
VT,8/10/2016,8/16/2016,B,67,lv,59.87,9.46
OR,5/6/2016,5/9/2016,B,901,lv,43,32
TX,8/26/2016,9/1/2016,A-,402,lv,31.95,48.89
AL,8/5/2016,8/25/2016,A-,385,lv,42.06,48.14
ME,7/29/2016,8/18/2016,A-,210,lv,32.92,37.19
NV,7/29/2016,8/18/2016,A-,350,lv,39.99,38.33
WI,9/7/2016,9/13/2016,B,786,lv,37.41,27.08
NE,8/24/2016,8/30/2016,B,193,lv,28.7,34.35
NJ,9/7/2016,9/13/2016,B,729,lv,36.27,33.98
AL,8/31/2016,9/6/2016,B,358,lv,21.28,55.58
CT,8/5/2016,8/25/2016,A-,387,lv,49.91,37.43
DC,8/10/2016,8/16/2016,B,54,lv,44.16,24.78
MA,8/31/2016,9/6/2016,B,444,lv,43.78,24.19
MN,4/25/2016,4/27/2016,B+,800,rv,48,35
AR,7/29/2016,8/18/2016,A-,290,lv,39.83,44.73
MI,9/6/2016,9/7/2016,D,940,lv,45,39
MI,8/26/2016,9/8/2016,A-,613,lv,42.74,41.32
GA,8/19/2016,9/1/2016,A-,525,lv,41.1,47.01
NY,4/5/2016,4/10/2016,B-,1306,rv,51,35
KS,7/29/2016,8/18/2016,A-,333,lv,37.04,47.54
LA,8/5/2016,8/25/2016,A-,326,lv,39.41,50.38
ID,8/17/2016,8/23/2016,B,164,lv,25.88,36.13
MO,8/12/2016,8/25/2016,A-,297,lv,39.68,46.1
PA,6/27/2016,6/28/2016,B-,1958,rv,49.5,48
CA,9/14/2016,9/20/2016,B,1374,lv,46.39,28.05
NY,9/14/2016,9/20/2016,B,844,lv,41.56,28.23
VA,8/19/2016,9/1/2016,A-,713,lv,50.06,36.87
AR,8/17/2016,8/23/2016,B,196,lv,27.6,39.6
MS,8/17/2016,8/23/2016,B,277,lv,23.07,53.52
NH,8/10/2016,8/16/2016,B,70,lv,51.53,20.86
KY,8/5/2016,8/25/2016,A-,413,lv,43.04,45.34
IL,8/12/2016,8/18/2016,A-,788,lv,56.22,29.58
IA,7/29/2016,8/18/2016,A-,369,lv,41.22,41.45
MN,9/7/2016,9/13/2016,B,426,lv,34.49,25.54
IN,8/12/2016,8/25/2016,A-,283,lv,34.06,55.4
MN,8/12/2016,8/25/2016,A-,523,lv,43.51,34.62
OK,7/29/2016,8/18/2016,A-,386,lv,29.21,58.44
PA,9/7/2016,9/13/2016,B,831,lv,33.59,36.18
TX,8/12/2016,8/18/2016,A-,915,lv,32.35,45.87
TN,8/12/2016,8/25/2016,A-,371,lv,32.71,45.65
MI,5/24/2016,5/26/2016,B,600,lv,36.8,32.7
NY,8/26/2016,9/1/2016,A-,451,lv,50,28.47
OR,8/12/2016,9/1/2016,A-,402,lv,44.3,39.17
DE,8/10/2016,8/16/2016,B,94,lv,34.47,32.29
MN,8/31/2016,9/6/2016,B,632,lv,34.61,26.85
WV,8/10/2016,8/16/2016,B,100,lv,34.34,38.67
NM,8/24/2016,8/30/2016,B,184,lv,36.08,27.95
TX,9/7/2016,9/13/2016,B,1218,lv,28.76,39.7
IL,9/7/2016,9/13/2016,B,1226,lv,37.79,29.41
KY,8/24/2016,8/30/2016,B,380,lv,36.67,32.51
CT,8/24/2016,8/30/2016,B,309,lv,40.68,25.54
NY,4/6/2016,4/10/2016,A,1987,rv,61,32
FL,9/2/2016,9/8/2016,A-,616,lv,46.88,47.17
LA,7/29/2016,8/18/2016,A-,424,lv,38.11,48.16
SC,8/24/2016,8/30/2016,B,425,lv,31.75,41.66
GA,8/31/2016,9/6/2016,B,573,lv,31.85,40.74
OH,9/7/2016,9/13/2016,B,828,lv,31.14,34.34
CO,8/31/2016,9/6/2016,B,626,lv,37.36,28.53
NV,8/17/2016,8/23/2016,B,242,lv,30.03,41.46
AL,8/24/2016,8/30/2016,B,455,lv,17.11,56.17
AZ,8/31/2016,9/6/2016,B,635,lv,34.87,34.6
MD,8/24/2016,8/30/2016,B,483,lv,45.83,24.29
WA,8/31/2016,9/6/2016,B,587,lv,41.52,25.56
OK,8/17/2016,8/23/2016,B,245,lv,24.4,42.18
SC,7/29/2016,8/18/2016,A-,288,lv,41.09,50.04
MO,8/5/2016,8/18/2016,A-,365,lv,46.15,41.13
FL,9/7/2016,9/13/2016,B,1347,lv,30.85,41.04
MT,8/17/2016,8/23/2016,B,118,lv,35.91,28.11
IN,8/31/2016,9/6/2016,B,715,lv,29.21,35.57
MD,8/5/2016,8/25/2016,A-,525,lv,53.02,30.47
KS,8/24/2016,8/30/2016,B,217,lv,43.82,26.61
VA,8/31/2016,9/6/2016,B,560,lv,36.11,29.32
NY,8/12/2016,8/18/2016,A-,1006,lv,51.99,29.64
TX,8/19/2016,8/25/2016,A-,443,lv,32.13,45.36
IN,8/5/2016,8/18/2016,A-,335,lv,36.31,54.13
MO,8/31/2016,9/6/2016,B,637,lv,35.45,31.19
IL,8/19/2016,8/25/2016,A-,366,lv,52.63,26.24
MD,3/30/2016,4/3/2016,A+,752,rv,63,28
NC,8/31/2016,9/6/2016,B,738,lv,30.2,39.03
WI,8/12/2016,8/25/2016,A-,454,lv,36.15,39.27
PA,8/26/2016,9/1/2016,A-,343,lv,48.05,41.77
MA,8/12/2016,8/25/2016,A-,399,lv,46.28,32.51
TN,8/24/2016,8/30/2016,B,498,lv,27.05,44.62
WA,8/12/2016,8/25/2016,A-,349,lv,49.27,32.57
AZ,8/19/2016,9/1/2016,A-,365,lv,41.38,44.56
AZ,4/4/2016,4/11/2016,A,564,rv,42,35
MA,8/24/2016,8/30/2016,B,485,lv,48.64,23.46
LA,8/17/2016,8/23/2016,B,286,lv,21.03,51.78
AL,7/29/2016,8/18/2016,A-,380,lv,36.3,54.53
VA,6/13/2016,6/15/2016,B+,1032,v,42,39
OR,8/5/2016,8/25/2016,A-,459,lv,44.92,36.58
CA,8/26/2016,9/1/2016,A-,534,lv,62.67,24.2
PA,8/12/2016,8/18/2016,A-,771,lv,45.79,45.28
NY,9/7/2016,9/13/2016,B,923,lv,39.81,31.36
OR,8/24/2016,8/30/2016,B,404,lv,42.39,27.93
NJ,8/31/2016,9/6/2016,B,742,lv,35.95,33.11
OR,5/10/2016,5/13/2016,C-,657,lv,42,44
IL,3/4/2016,3/10/2016,A,1968,rv,57,32
CO,8/5/2016,8/25/2016,A-,568,lv,43.04,39.74
ID,8/10/2016,8/16/2016,B,166,lv,24.07,40.41
OH,8/26/2016,9/1/2016,A-,375,lv,43.1,45.95
TN,8/5/2016,8/18/2016,A-,398,lv,35.51,42.91
NC,8/19/2016,9/1/2016,A-,404,lv,48.92,43.83
CA,9/7/2016,9/13/2016,B,1544,lv,43.37,26.36
FL,6/21/2016,6/24/2016,B,1192,lv,44,41
CT,7/29/2016,8/18/2016,A-,358,lv,49.73,36.71
KS,8/17/2016,8/23/2016,B,275,lv,40.04,26.88
NY,8/19/2016,8/25/2016,A-,500,lv,53.3,31.38
WI,8/31/2016,9/6/2016,B,784,lv,40.83,29.07
MI,8/31/2016,9/6/2016,B,615,lv,35.17,29.24
MN,8/5/2016,8/18/2016,A-,541,lv,42.1,33.97
IA,8/24/2016,8/30/2016,B,325,lv,33.58,32.81
NY,4/15/2016,4/17/2016,B,1047,lv,55,36
NE,8/17/2016,8/23/2016,B,174,lv,24.5,38.25
NM,8/17/2016,8/23/2016,B,201,lv,41.65,25.13
MS,3/28/2016,3/30/2016,B+,625,rv,43,46
GA,8/12/2016,8/25/2016,A-,498,lv,43.33,46.33
NV,8/10/2016,8/16/2016,B,282,lv,31.76,35.73
CA,5/31/2016,6/3/2016,B,1187,lv,48,33
OH,8/12/2016,8/18/2016,A-,844,lv,45.31,38.71
MA,8/5/2016,8/18/2016,A-,495,lv,52.52,29.58
MS,8/10/2016,8/16/2016,B,268,lv,17.52,52.99
CA,8/12/2016,8/18/2016,A-,1203,lv,63.14,26.06
CT,8/17/2016,8/23/2016,B,327,lv,43.88,26.51
KY,7/29/2016,8/18/2016,A-,375,lv,41.02,47.01
VA,8/12/2016,8/25/2016,A-,654,lv,47.58,36.67
WI,4/12/2016,4/15/2016,A-,616,rv,46,34
CT,4/10/2016,4/11/2016,B,1043,lv,48,40
KY,8/17/2016,8/23/2016,B,383,lv,34.88,39.74
PA,8/31/2016,9/6/2016,B,808,lv,33,34.57
NH,4/11/2016,4/16/2016,B,362,rv,34,29
WA,8/5/2016,8/18/2016,A-,399,lv,45.35,33.48
WI,8/5/2016,8/18/2016,A-,512,lv,37.83,36.52
NJ,8/12/2016,8/25/2016,A-,678,lv,48.08,33.54
FL,8/26/2016,9/1/2016,A-,605,lv,48.23,44.6
MI,8/19/2016,9/1/2016,A-,494,lv,41.5,42.49
OH,8/31/2016,9/6/2016,B,837,lv,29.08,35.47
GA,5/9/2016,5/12/2016,A-,822,rv,41,45
WA,8/24/2016,8/30/2016,B,600,lv,40.49,26.91
OK,8/10/2016,8/16/2016,B,240,lv,27.28,39.25
GA,8/24/2016,8/30/2016,B,568,lv,25.87,43.94
IL,8/31/2016,9/6/2016,B,1185,lv,34.91,29.27
TX,8/31/2016,9/6/2016,B,1170,lv,30.5,39.55
SC,8/17/2016,8/23/2016,B,401,lv,27.1,39.4
VA,8/24/2016,8/30/2016,B,578,lv,38.52,29.96
FL,6/10/2016,6/16/2016,C+,459,lv,45.8,33.1
ID,5/18/2016,6/4/2016,C+,603,a,32,49
AR,8/10/2016,8/16/2016,B,151,lv,23.56,40.99
MI,3/23/2016,3/24/2016,A,904,lv,49,38
MT,8/10/2016,8/16/2016,B,107,lv,30.27,33.17
TN,8/17/2016,8/23/2016,B,529,lv,25.93,46.25
AL,8/17/2016,8/23/2016,B,414,lv,17.97,56.78
AZ,8/12/2016,8/25/2016,A-,362,lv,43.18,46.01
MD,7/29/2016,8/18/2016,A-,475,lv,52.87,29.37
NC,8/24/2016,8/30/2016,B,771,lv,33.74,37.33
PA,8/19/2016,8/25/2016,A-,334,lv,49.83,43.29
MA,8/17/2016,8/23/2016,B,509,lv,50.66,22
MN,8/24/2016,8/30/2016,B,524,lv,38.29,24.77
MD,8/17/2016,8/23/2016,B,439,lv,44.15,25.86
NY,8/31/2016,9/6/2016,B,1033,lv,37.34,28.83
CO,8/24/2016,8/30/2016,B,549,lv,38.94,23.91
OH,8/19/2016,8/25/2016,A-,392,lv,47.24,40.69
LA,8/10/2016,8/16/2016,B,280,lv,27.03,46.2
OR,7/29/2016,8/18/2016,A-,444,lv,43.38,39.05
NC,8/12/2016,8/25/2016,A-,407,lv,48.12,44.26
NE,8/10/2016,8/16/2016,B,180,lv,32.71,30.16
AZ,8/24/2016,8/30/2016,B,533,lv,37.2,32.28
MO,8/24/2016,8/30/2016,B,584,lv,37.17,32.83
CA,8/19/2016,8/25/2016,A-,518,lv,60.74,25.03
IN,8/24/2016,8/30/2016,B,598,lv,34.59,30.45
GA,8/5/2016,8/18/2016,A-,522,lv,41.99,46.04
FL,8/31/2016,9/6/2016,B,1195,lv,31.35,39.97
NJ,8/24/2016,8/30/2016,B,737,lv,37.83,29.03
NY,3/22/2016,3/29/2016,A-,1667,rv,53,33
FL,8/12/2016,8/18/2016,A-,1216,lv,48.52,41.41
MA,4/1/2016,4/10/2016,A-,497,rv,62,26
LA,5/5/2016,5/6/2016,C,624,lv,36,52
NJ,8/5/2016,8/18/2016,A-,765,lv,46.14,32.85
IA,8/17/2016,8/23/2016,B,308,lv,40.4,33.02
AZ,8/5/2016,8/18/2016,A-,438,lv,39,47.03
MI,8/12/2016,8/25/2016,A-,542,lv,43.25,43.78
VA,8/5/2016,8/18/2016,A-,643,lv,45.18,39.02
OR,8/17/2016,8/23/2016,B,363,lv,37.86,25.34
KY,8/10/2016,8/16/2016,B,407,lv,33.42,34.87
KS,8/10/2016,8/16/2016,B,244,lv,34.98,30.11
NJ,4/1/2016,4/8/2016,B-,738,rv,50,36
PA,8/24/2016,8/30/2016,B,882,lv,36.18,35.21
FL,8/19/2016,8/25/2016,A-,666,lv,49.05,41.88
MI,8/24/2016,8/30/2016,B,578,lv,34.69,30.08
CA,8/31/2016,9/6/2016,B,1457,lv,43.85,27.51
NM,8/10/2016,8/16/2016,B,181,lv,37.35,25.97
MI,8/9/2016,8/10/2016,D,1314,lv,44,33
CT,8/10/2016,8/16/2016,B,301,lv,41.81,26.61
GA,8/17/2016,8/23/2016,B,636,lv,27.58,44.61
WI,8/24/2016,8/30/2016,B,653,lv,39.85,27.23
VA,8/17/2016,8/23/2016,B,599,lv,36.24,28.95
OH,8/24/2016,8/30/2016,B,837,lv,28.93,34.5
CO,7/29/2016,8/18/2016,A-,420,lv,42.39,38.74
SC,8/10/2016,8/16/2016,B,408,lv,30.09,39.17
NC,8/5/2016,8/18/2016,A-,438,lv,47.24,45.25
WA,8/17/2016,8/23/2016,B,578,lv,43.11,24.38
AL,8/10/2016,8/16/2016,B,407,lv,19.55,54.53
IN,4/18/2016,4/21/2016,B,500,lv,39,47
MN,8/17/2016,8/23/2016,B,524,lv,36.85,24.96
TX,8/24/2016,8/30/2016,B,1120,lv,34.09,37.44
MD,8/10/2016,8/16/2016,B,437,lv,48.93,21.31
MI,8/5/2016,8/18/2016,A-,630,lv,43.97,42.89
NC,8/17/2016,8/23/2016,B,778,lv,32.86,37.42
WI,3/30/2016,4/3/2016,B,1198,lv,47,37
NY,8/24/2016,8/30/2016,B,1038,lv,41.64,29.9
IN,8/17/2016,8/23/2016,B,631,lv,31.81,35.98
FL,8/24/2016,8/30/2016,B,1360,lv,30.85,39.89
TN,8/10/2016,8/16/2016,B,481,lv,24.83,41.48
IL,8/24/2016,8/30/2016,B,1040,lv,34.63,28.61
AZ,8/17/2016,8/23/2016,B,530,lv,35.06,26.9
CO,8/17/2016,8/23/2016,B,512,lv,40.49,23.95
MI,3/1/2016,3/3/2016,A,2229,rv,52,36
IA,8/10/2016,8/16/2016,B,323,lv,37.83,28.17
NJ,8/17/2016,8/23/2016,B,763,lv,37.78,31.6
MA,8/10/2016,8/16/2016,B,444,lv,50.33,21.5
OR,8/10/2016,8/16/2016,B,380,lv,45.18,26.09
MO,8/17/2016,8/23/2016,B,545,lv,35.53,34.72
CA,8/24/2016,8/30/2016,B,1584,lv,43.75,26.11
PA,8/17/2016,8/23/2016,B,898,lv,37.04,32.82
VA,8/10/2016,8/16/2016,B,636,lv,40.29,25.98
WI,8/17/2016,8/23/2016,B,685,lv,41.95,27.88
MI,8/17/2016,8/23/2016,B,542,lv,33.34,33.02
AZ,3/7/2016,3/11/2016,B,701,lv,38,38
FL,5/17/2016,5/18/2016,B-,2542,rv,46,42
NC,4/10/2016,4/15/2016,B+,621,rv,45,39
MN,8/10/2016,8/16/2016,B,555,lv,40.71,25.69
WA,8/10/2016,8/16/2016,B,595,lv,43.08,27.17
GA,3/31/2016,4/3/2016,B+,400,lv,50,37
FL,4/25/2016,4/27/2016,,604,lv,49,36
TX,8/17/2016,8/23/2016,B,1157,lv,32.89,38.78
ME,3/4/2016,3/10/2016,C,610,lv,43,34
OH,8/17/2016,8/23/2016,B,772,lv,30.73,35.27
CO,8/10/2016,8/16/2016,B,552,lv,36.77,27.97
MO,3/17/2016,3/24/2016,B-,674,lv,42,40
GA,8/10/2016,8/16/2016,B,546,lv,27.63,41.69
NY,4/6/2016,4/7/2016,B,864,lv,54,36
AZ,8/10/2016,8/16/2016,B,544,lv,37.14,32.91
TX,2/21/2016,2/22/2016,A,1289,lv,44,47
IN,8/10/2016,8/16/2016,B,617,lv,31.62,35.74
IL,8/17/2016,8/23/2016,B,1047,lv,35.37,28.77
MI,8/10/2016,8/16/2016,B,682,lv,37.13,29.03
NC,8/10/2016,8/16/2016,B,742,lv,33.51,35.36
NJ,8/10/2016,8/16/2016,B,736,lv,42.4,28.6
MO,8/10/2016,8/16/2016,B,542,lv,38.89,28.71
NY,8/17/2016,8/23/2016,B,947,lv,39.08,27.65
