CASEID,race,sex,earn2009,bmonth,byear,afqt,region_1979,faminc1978,hgc,nsibs79
303,HISPANIC,MALE,37554.26,5,1963,7.399,1,24701.36,12,6
304,HISPANIC,MALE,19881.67,12,1964,11.63,1,22885.08,11,5
305,HISPANIC,FEMALE,15463.52,7,1962,40.99,1,10737.83,,1
306,BLACK,MALE,39763.34,3,1960,27.277,1,24795.8,13,0
307,"NON-BLACK, NON-HISPANIC",FEMALE,463.9056,9,1957,48.032,1,,12,1
308,"NON-BLACK, NON-HISPANIC",MALE,22090.74,6,1961,10.489,1,,12,1
309,"NON-BLACK, NON-HISPANIC",MALE,,5,1959,27.779,1,108976.6,13,5
310,"NON-BLACK, NON-HISPANIC",MALE,33136.11,9,1960,18.491,1,103527.8,12,4
311,"NON-BLACK, NON-HISPANIC",MALE,0,9,1964,24.685,1,108976.6,12,4
312,"NON-BLACK, NON-HISPANIC",FEMALE,55226.86,4,1962,52.017,1,61753.39,12,3
313,"NON-BLACK, NON-HISPANIC",MALE,53017.78,9,1963,30.794,1,61753.39,11,3
314,"NON-BLACK, NON-HISPANIC",FEMALE,,12,1958,,1,,12,4
315,"NON-BLACK, NON-HISPANIC",MALE,,5,1964,4.138,1,,12,2
316,"NON-BLACK, NON-HISPANIC",MALE,2452.072,2,1964,18.097,1,,12,2
317,"NON-BLACK, NON-HISPANIC",MALE,49814.62,5,1959,78.739,1,,16,2
318,"NON-BLACK, NON-HISPANIC",MALE,,5,1963,19.254,1,163464.9,12,2
319,"NON-BLACK, NON-HISPANIC",FEMALE,176725.9,4,1957,58.575,1,,18,1
320,"NON-BLACK, NON-HISPANIC",MALE,110453.7,4,1960,68.032,1,,12,1
321,"NON-BLACK, NON-HISPANIC",FEMALE,,11,1957,76.525,1,154383.5,16,4
322,"NON-BLACK, NON-HISPANIC",FEMALE,45286.02,2,1958,23.404,1,140216.5,12,4
323,"NON-BLACK, NON-HISPANIC",MALE,165680.6,7,1959,65.825,1,105344,12,3
324,"NON-BLACK, NON-HISPANIC",MALE,43076.95,3,1962,10.373,1,108976.6,9,3
325,"NON-BLACK, NON-HISPANIC",MALE,,5,1964,79.151,1,108976.6,,3
326,"NON-BLACK, NON-HISPANIC",FEMALE,,6,1957,,1,87181.27,,1
327,"NON-BLACK, NON-HISPANIC",FEMALE,,5,1958,88.257,1,254278.7,16,3
328,HISPANIC,MALE,,7,1962,,1,7265.105,,3
329,HISPANIC,MALE,,1,1964,11.508,1,7265.105,,3
330,HISPANIC,MALE,,5,1958,12.377,1,5376.178,9,5
331,HISPANIC,MALE,,8,1961,3.428,1,17915.75,12,10
332,HISPANIC,MALE,0,10,1963,33.426,1,20996.15,9,5
333,BLACK,FEMALE,96094.73,2,1957,31.724,1,,12,5
334,BLACK,MALE,,11,1958,25.149,1,,,5
335,BLACK,FEMALE,30927.04,2,1957,62.746,1,,15,7
336,BLACK,MALE,7731.76,7,1963,25.563,1,21795.32,12,0
337,BLACK,MALE,8836.297,5,1958,9.044,1,18162.76,12,2
338,BLACK,FEMALE,331.3611,12,1959,23.937,1,7265.105,12,6
339,BLACK,FEMALE,43076.95,1,1961,14.391,1,21795.32,11,6
340,BLACK,FEMALE,0,12,1962,20.415,1,21795.32,12,6
341,"NON-BLACK, NON-HISPANIC",FEMALE,,3,1959,46.696,1,56958.43,14,3
342,"NON-BLACK, NON-HISPANIC",MALE,110453.7,1,1963,95.12299,1,61753.39,16,3
343,BLACK,FEMALE,29822.5,1,1959,0.738,1,,13,5
344,"NON-BLACK, NON-HISPANIC",FEMALE,15463.52,10,1959,95.959,1,,16,0
345,BLACK,FEMALE,,9,1963,59.31,1,72651.05,16,0
346,"NON-BLACK, NON-HISPANIC",MALE,344973.4,1,1962,43.221,1,55578.05,16,2
347,"NON-BLACK, NON-HISPANIC",FEMALE,,8,1962,65.774,1,83548.71,15,3
348,"NON-BLACK, NON-HISPANIC",MALE,344973.4,5,1957,36.155,0,159832.3,12,4
349,"NON-BLACK, NON-HISPANIC",MALE,,10,1958,35.208,1,123506.8,13,4
350,"NON-BLACK, NON-HISPANIC",MALE,6627.223,6,1962,47.18,1,177995.1,17,4
351,"NON-BLACK, NON-HISPANIC",MALE,0,8,1959,19.021,1,107886.8,12,3
352,"NON-BLACK, NON-HISPANIC",FEMALE,0,10,1961,40.321,1,127139.3,12,3
353,"NON-BLACK, NON-HISPANIC",MALE,,6,1959,53.498,1,44952.84,12,4
354,"NON-BLACK, NON-HISPANIC",FEMALE,13254.45,2,1957,65.997,1,54397.48,12,4
355,"NON-BLACK, NON-HISPANIC",MALE,344973.4,4,1964,55.481,1,79825.34,13,4
356,"NON-BLACK, NON-HISPANIC",MALE,66229.15,4,1962,41.794,1,90813.81,11,3
357,"NON-BLACK, NON-HISPANIC",MALE,110453.7,4,1958,68.746,1,,16,3
358,"NON-BLACK, NON-HISPANIC",MALE,155739.7,10,1961,28.374,1,145302.1,16,3
359,"NON-BLACK, NON-HISPANIC",FEMALE,,2,1963,37.74,1,108976.6,16,3
360,"NON-BLACK, NON-HISPANIC",FEMALE,0,5,1961,80.272,1,163464.9,19,2
361,"NON-BLACK, NON-HISPANIC",MALE,,1,1958,72.327,3,,16,3
362,"NON-BLACK, NON-HISPANIC",MALE,58043.43,6,1957,19.625,1,39049.94,12,3
363,"NON-BLACK, NON-HISPANIC",FEMALE,1656.806,5,1961,29.278,1,43590.63,12,3
364,"NON-BLACK, NON-HISPANIC",MALE,93885.66,8,1959,87.76,1,,16,8
365,"NON-BLACK, NON-HISPANIC",FEMALE,17672.59,10,1961,51.397,1,,14,8
366,"NON-BLACK, NON-HISPANIC",MALE,,5,1963,61.884,1,,16,8
367,"NON-BLACK, NON-HISPANIC",FEMALE,68481.3,9,1959,76.624,1,108976.6,16,2
368,BLACK,FEMALE,59645,6,1958,72.481,1,145120.5,17,0
369,"NON-BLACK, NON-HISPANIC",FEMALE,33136.11,8,1958,91.04201,1,,16,1
370,"NON-BLACK, NON-HISPANIC",FEMALE,44181.48,11,1959,89.893,1,,16,1
371,"NON-BLACK, NON-HISPANIC",FEMALE,,8,1959,69.348,1,115151.9,14,2
372,"NON-BLACK, NON-HISPANIC",MALE,,9,1961,94.68001,1,119874.2,15,2
373,"NON-BLACK, NON-HISPANIC",FEMALE,0,9,1958,11.771,1,91794.6,12,2
374,"NON-BLACK, NON-HISPANIC",FEMALE,,5,1961,15.933,1,109957.4,12,2
375,"NON-BLACK, NON-HISPANIC",MALE,13254.45,5,1960,11.374,1,88162.05,12,2
376,"NON-BLACK, NON-HISPANIC",MALE,74003.98,11,1960,83.17001,1,24156.47,15,2
377,BLACK,MALE,0,11,1958,32.899,1,16219.35,12,5
378,BLACK,MALE,7731.76,5,1961,22.233,1,19615.79,10,5
379,BLACK,FEMALE,0,12,1963,13.26,1,17799.51,8,5
380,BLACK,MALE,23195.28,5,1957,10.471,1,,11,4
381,BLACK,MALE,115976.4,12,1957,49.149,1,21141.46,12,0
382,BLACK,FEMALE,,5,1959,11.672,1,23847.71,13,5
383,BLACK,MALE,,9,1960,34.902,1,25663.98,,5
384,BLACK,MALE,,9,1962,40.297,1,25663.98,12,5
385,BLACK,FEMALE,50808.71,2,1961,39.687,1,68655.25,12,4
386,BLACK,FEMALE,,1,1962,63.197,1,78099.88,12,4
387,BLACK,MALE,0,4,1963,5.552,1,78099.88,12,4
388,BLACK,FEMALE,79526.67,8,1962,78.241,1,40495.7,15,4
389,"NON-BLACK, NON-HISPANIC",FEMALE,,9,1957,,1,,12,1
390,BLACK,FEMALE,,11,1961,4.998,1,50855.74,9,2
391,BLACK,FEMALE,37554.26,10,1963,23.959,1,50855.74,12,2
392,"NON-BLACK, NON-HISPANIC",MALE,61854.08,10,1959,93.14201,1,64085.49,12,3
393,"NON-BLACK, NON-HISPANIC",MALE,77317.59,10,1962,76.768,1,105344,13,3
394,BLACK,MALE,0,7,1961,6.294,1,36325.53,11,11
395,BLACK,FEMALE,8836.297,12,1962,43.91,1,,14,6
396,BLACK,MALE,0,6,1963,19.013,1,15256.72,12,8
397,BLACK,FEMALE,0,3,1959,7.921,1,,9,2
398,BLACK,MALE,16568.06,9,1958,17.477,1,,10,3
399,"NON-BLACK, NON-HISPANIC",FEMALE,77317.59,4,1957,66.314,1,78826.39,16,2
400,"NON-BLACK, NON-HISPANIC",FEMALE,15463.52,4,1961,,1,92630.09,16,2
401,"NON-BLACK, NON-HISPANIC",FEMALE,20986.21,4,1961,24.833,1,72651.05,12,3
402,"NON-BLACK, NON-HISPANIC",FEMALE,25404.35,1,1958,24.406,1,,12,5
403,"NON-BLACK, NON-HISPANIC",MALE,0,1,1957,3.253,1,,7,9
404,"NON-BLACK, NON-HISPANIC",MALE,,7,1957,6.911,1,71561.28,,4
405,"NON-BLACK, NON-HISPANIC",FEMALE,30927.04,8,1959,16.239,1,59937.12,13,4
406,"NON-BLACK, NON-HISPANIC",MALE,7400.398,12,1963,43.726,1,79916.16,13,4
407,"NON-BLACK, NON-HISPANIC",FEMALE,86153.89,1,1963,45.758,1,54488.29,16,3
408,"NON-BLACK, NON-HISPANIC",MALE,77317.59,3,1961,85.102,1,110792.9,12,5
409,"NON-BLACK, NON-HISPANIC",MALE,179796.5,12,1957,90.513,1,,16,6
410,"NON-BLACK, NON-HISPANIC",MALE,23195.28,12,1960,68.615,1,51945.5,12,5
411,"NON-BLACK, NON-HISPANIC",MALE,0,12,1962,18.169,1,72651.05,12,2
412,"NON-BLACK, NON-HISPANIC",MALE,49704.17,9,1964,64.607,1,72651.05,13,2
413,"NON-BLACK, NON-HISPANIC",MALE,,2,1960,21.73,1,103527.8,12,7
414,"NON-BLACK, NON-HISPANIC",FEMALE,22090.74,3,1964,73.351,1,34509.25,14,1
415,"NON-BLACK, NON-HISPANIC",MALE,66272.23,3,1962,9.537,1,,10,5
416,"NON-BLACK, NON-HISPANIC",FEMALE,0,6,1957,53.109,1,,19,1
417,"NON-BLACK, NON-HISPANIC",MALE,55226.86,6,1960,55.338,1,,12,1
418,"NON-BLACK, NON-HISPANIC",FEMALE,14071.8,3,1964,60.767,1,21795.32,13,1
419,"NON-BLACK, NON-HISPANIC",MALE,30927.04,3,1963,48.516,1,65385.95,12,1
420,"NON-BLACK, NON-HISPANIC",MALE,27613.43,9,1964,66.045,1,65385.95,12,1
421,"NON-BLACK, NON-HISPANIC",MALE,,5,1957,,1,,20,2
422,"NON-BLACK, NON-HISPANIC",MALE,55226.86,7,1958,99.379,2,,19,2
423,"NON-BLACK, NON-HISPANIC",FEMALE,93885.66,9,1960,,1,,20,2
424,"NON-BLACK, NON-HISPANIC",MALE,,4,1957,89.43401,0,,12,6
425,"NON-BLACK, NON-HISPANIC",FEMALE,30927.04,8,1957,39.354,0,,12,6
426,HISPANIC,MALE,77317.59,10,1957,27.838,1,,12,4
427,"NON-BLACK, NON-HISPANIC",FEMALE,22090.74,9,1957,,1,,12,5
428,"NON-BLACK, NON-HISPANIC",FEMALE,,4,1958,81.231,1,,14,3
429,"NON-BLACK, NON-HISPANIC",MALE,,11,1958,83.776,2,,,4
430,"NON-BLACK, NON-HISPANIC",MALE,0,9,1961,,1,145302.1,12,4
431,"NON-BLACK, NON-HISPANIC",FEMALE,44181.48,1,1960,78.081,1,,14,4
432,"NON-BLACK, NON-HISPANIC",MALE,,1,1959,1.513,1,54488.29,12,2
433,"NON-BLACK, NON-HISPANIC",MALE,23195.28,10,1960,1.622,1,56667.82,12,2
434,"NON-BLACK, NON-HISPANIC",MALE,72899.45,8,1963,65.734,1,54488.29,12,4
435,"NON-BLACK, NON-HISPANIC",MALE,,7,1961,26.121,1,18162.76,12,5
436,"NON-BLACK, NON-HISPANIC",FEMALE,2429.982,3,1963,68.679,1,61753.39,12,3
437,"NON-BLACK, NON-HISPANIC",FEMALE,24299.82,8,1957,71.472,1,,12,5
438,"NON-BLACK, NON-HISPANIC",FEMALE,38658.8,12,1962,79.95,1,43590.63,13,2
439,"NON-BLACK, NON-HISPANIC",FEMALE,91676.58,4,1961,75.485,1,65385.95,16,2
440,"NON-BLACK, NON-HISPANIC",MALE,,4,1961,48.613,1,108976.6,,0
441,"NON-BLACK, NON-HISPANIC",MALE,,5,1963,10.989,1,65385.95,12,1
442,"NON-BLACK, NON-HISPANIC",FEMALE,20986.21,3,1957,64.195,1,,12,1
443,"NON-BLACK, NON-HISPANIC",MALE,54122.32,10,1961,97.365,1,36325.53,14,1
444,"NON-BLACK, NON-HISPANIC",FEMALE,22090.74,10,1961,80.238,1,145302.1,16,1
445,"NON-BLACK, NON-HISPANIC",MALE,67376.77,11,1964,93.639,1,145302.1,16,1
446,"NON-BLACK, NON-HISPANIC",FEMALE,,10,1958,25.328,1,,12,2
447,"NON-BLACK, NON-HISPANIC",MALE,,6,1962,16.163,1,36325.53,12,1
448,"NON-BLACK, NON-HISPANIC",MALE,,1,1964,3.016,1,36325.53,12,3
449,"NON-BLACK, NON-HISPANIC",FEMALE,18777.13,3,1960,47.638,1,94446.37,12,4
450,"NON-BLACK, NON-HISPANIC",MALE,,9,1961,27.423,1,108976.6,12,4
451,"NON-BLACK, NON-HISPANIC",MALE,,10,1964,39.692,1,108976.6,12,4
452,"NON-BLACK, NON-HISPANIC",FEMALE,46390.56,9,1964,55.829,1,6538.595,16,3
453,"NON-BLACK, NON-HISPANIC",MALE,,12,1960,72.19901,1,86454.75,13,1
454,"NON-BLACK, NON-HISPANIC",FEMALE,,8,1961,79.336,1,,17,2
455,"NON-BLACK, NON-HISPANIC",FEMALE,33136.11,4,1959,94.516,1,,20,2
456,"NON-BLACK, NON-HISPANIC",MALE,79526.67,9,1958,48.986,1,,18,2
457,"NON-BLACK, NON-HISPANIC",MALE,68481.3,4,1960,78.555,1,,16,2
458,"NON-BLACK, NON-HISPANIC",FEMALE,78422.13,9,1961,86.548,1,145302.1,18,0
459,"NON-BLACK, NON-HISPANIC",FEMALE,44181.48,2,1963,85.905,1,72651.05,16,3
460,"NON-BLACK, NON-HISPANIC",FEMALE,28717.96,12,1961,31.254,1,36325.53,13,0
461,"NON-BLACK, NON-HISPANIC",MALE,87258.43,6,1961,90.491,1,145302.1,16,2
462,"NON-BLACK, NON-HISPANIC",FEMALE,55779.12,1,1960,95.252,1,,18,0
463,"NON-BLACK, NON-HISPANIC",MALE,,12,1959,79.958,1,,12,1
464,"NON-BLACK, NON-HISPANIC",MALE,71794.91,4,1959,79.33,1,59937.12,14,3
465,"NON-BLACK, NON-HISPANIC",FEMALE,6702.331,8,1963,85.844,0,63569.67,12,3
466,"NON-BLACK, NON-HISPANIC",MALE,44181.48,7,1957,,1,,16,2
467,"NON-BLACK, NON-HISPANIC",FEMALE,22090.74,9,1960,95.508,2,,16,2
468,"NON-BLACK, NON-HISPANIC",MALE,157948.8,3,1958,90.968,1,,16,3
469,HISPANIC,MALE,,5,1964,31.053,2,,12,3
470,"NON-BLACK, NON-HISPANIC",MALE,28717.96,2,1962,11.35,2,18308.06,12,4
471,"NON-BLACK, NON-HISPANIC",FEMALE,0,4,1959,28.506,2,,12,3
472,"NON-BLACK, NON-HISPANIC",FEMALE,21869.83,6,1962,29.752,2,,11,4
473,"NON-BLACK, NON-HISPANIC",MALE,27488.62,2,1960,,2,,12,4
474,"NON-BLACK, NON-HISPANIC",FEMALE,35345.19,2,1961,40.756,2,,12,4
475,"NON-BLACK, NON-HISPANIC",FEMALE,27613.43,6,1964,20.137,2,,12,4
476,"NON-BLACK, NON-HISPANIC",FEMALE,22090.74,7,1964,,2,72651.05,12,2
477,"NON-BLACK, NON-HISPANIC",MALE,0,9,1963,32.913,2,,12,2
478,"NON-BLACK, NON-HISPANIC",FEMALE,0,12,1959,51.719,2,,12,6
479,"NON-BLACK, NON-HISPANIC",MALE,103826.5,6,1963,76.189,2,87181.27,12,1
480,"NON-BLACK, NON-HISPANIC",MALE,59645,10,1957,51.896,2,102045.7,18,2
481,"NON-BLACK, NON-HISPANIC",MALE,138067.1,12,1957,93.653,2,,19,2
482,"NON-BLACK, NON-HISPANIC",MALE,145798.9,5,1959,77.991,2,,19,2
483,"NON-BLACK, NON-HISPANIC",MALE,109349.2,1,1957,47.109,2,159105.8,12,4
484,"NON-BLACK, NON-HISPANIC",MALE,38658.8,4,1961,13.303,2,188892.7,12,4
485,"NON-BLACK, NON-HISPANIC",FEMALE,13254.45,4,1962,8.229,2,87181.27,10,2
486,"NON-BLACK, NON-HISPANIC",MALE,138067.1,9,1963,50.498,2,87181.27,12,2
487,"NON-BLACK, NON-HISPANIC",FEMALE,65167.69,5,1960,44.363,2,,14,4
488,"NON-BLACK, NON-HISPANIC",MALE,78422.13,11,1963,56.47,2,,12,4
489,"NON-BLACK, NON-HISPANIC",MALE,165680.6,1,1961,59.586,2,106070.5,14,3
490,"NON-BLACK, NON-HISPANIC",MALE,,9,1957,30.006,2,,,3
491,"NON-BLACK, NON-HISPANIC",FEMALE,41972.41,4,1959,13.761,2,161648.6,12,3
492,"NON-BLACK, NON-HISPANIC",FEMALE,4970.417,3,1961,54.285,2,167097.4,12,3
493,"NON-BLACK, NON-HISPANIC",MALE,55226.86,5,1964,73.292,2,167097.4,13,3
494,"NON-BLACK, NON-HISPANIC",FEMALE,,9,1958,83.731,2,83548.71,14,6
495,"NON-BLACK, NON-HISPANIC",FEMALE,35654.46,5,1960,69.07,2,98442.17,12,6
496,"NON-BLACK, NON-HISPANIC",FEMALE,52796.87,12,1962,92.866,2,108976.6,12,6
497,"NON-BLACK, NON-HISPANIC",MALE,,8,1959,23.788,0,72651.05,,4
498,"NON-BLACK, NON-HISPANIC",MALE,77317.59,10,1957,,2,114425.4,12,4
499,"NON-BLACK, NON-HISPANIC",FEMALE,43076.95,5,1961,39.163,2,145302.1,12,4
500,"NON-BLACK, NON-HISPANIC",FEMALE,68481.3,11,1963,64.295,2,145302.1,13,4
501,"NON-BLACK, NON-HISPANIC",FEMALE,61301.81,8,1963,78.966,2,108976.6,19,2
502,"NON-BLACK, NON-HISPANIC",MALE,119290,3,1960,71.792,2,100621.7,12,3
503,"NON-BLACK, NON-HISPANIC",FEMALE,16568.06,2,1961,56.773,2,105344,12,2
504,"NON-BLACK, NON-HISPANIC",FEMALE,0,11,1963,19.412,2,108976.6,9,2
505,"NON-BLACK, NON-HISPANIC",MALE,0,8,1959,26.498,2,183443.9,12,3
506,"NON-BLACK, NON-HISPANIC",FEMALE,50808.71,9,1960,43.741,2,199790.4,16,3
507,"NON-BLACK, NON-HISPANIC",FEMALE,0,9,1961,70.767,2,94446.37,14,9
508,"NON-BLACK, NON-HISPANIC",MALE,,2,1963,23.98,2,94446.37,12,3
509,"NON-BLACK, NON-HISPANIC",MALE,,9,1963,87.39999,2,116241.7,,2
510,"NON-BLACK, NON-HISPANIC",FEMALE,,9,1961,85.325,2,111156.1,,2
511,"NON-BLACK, NON-HISPANIC",MALE,,3,1963,90.27701,2,111156.1,,2
512,"NON-BLACK, NON-HISPANIC",MALE,,11,1959,47.966,2,98078.92,13,0
513,BLACK,MALE,65167.69,8,1961,51.831,2,29801.46,14,4
514,BLACK,FEMALE,0,5,1963,11.503,2,29801.46,12,4
515,"NON-BLACK, NON-HISPANIC",FEMALE,,6,1964,21.063,2,87181.27,16,1
516,BLACK,MALE,7731.76,5,1961,5.25,2,25427.87,12,8
517,BLACK,MALE,3313.611,6,1962,3.292,2,25427.87,12,7
518,BLACK,MALE,0,6,1963,15.956,2,25427.87,12,7
519,BLACK,FEMALE,11045.37,6,1963,2.837,2,25427.87,11,6
520,BLACK,MALE,94990.19,6,1958,26.381,2,96262.65,16,7
521,BLACK,MALE,74003.98,4,1960,37.473,2,119721.7,17,7
522,BLACK,FEMALE,37554.26,5,1962,4.798,2,127139.3,13,7
523,BLACK,MALE,85049.36,5,1963,23.333,2,127139.3,14,7
524,BLACK,MALE,,8,1961,49.749,2,,14,7
525,BLACK,FEMALE,,7,1960,,2,,14,7
526,"NON-BLACK, NON-HISPANIC",MALE,,5,1959,13.105,2,,12,2
527,"NON-BLACK, NON-HISPANIC",FEMALE,86153.89,5,1957,61.184,2,,13,2
528,"NON-BLACK, NON-HISPANIC",FEMALE,129230.8,9,1963,30.237,2,,12,2
529,"NON-BLACK, NON-HISPANIC",FEMALE,,5,1958,,2,,12,2
530,"NON-BLACK, NON-HISPANIC",FEMALE,0,4,1957,5.291,2,,9,1
531,"NON-BLACK, NON-HISPANIC",MALE,0,4,1957,5.935,2,,9,2
532,"NON-BLACK, NON-HISPANIC",FEMALE,,8,1957,13.162,2,,,6
533,"NON-BLACK, NON-HISPANIC",FEMALE,0,1,1960,55.185,2,79189.64,14,3
534,"NON-BLACK, NON-HISPANIC",MALE,71794.91,12,1963,0.982,2,79916.16,11,3
535,"NON-BLACK, NON-HISPANIC",MALE,0,6,1964,33.208,2,43590.63,10,4
536,"NON-BLACK, NON-HISPANIC",FEMALE,0,12,1960,3.052,2,32692.97,10,9
537,"NON-BLACK, NON-HISPANIC",MALE,0,3,1963,1.356,2,43590.63,12,9
538,"NON-BLACK, NON-HISPANIC",MALE,0,3,1958,15.896,2,,12,5
539,"NON-BLACK, NON-HISPANIC",MALE,,9,1958,85.99,2,-7265.105,,3
540,"NON-BLACK, NON-HISPANIC",MALE,71794.91,11,1962,16.138,2,39958.08,12,3
541,"NON-BLACK, NON-HISPANIC",MALE,30927.04,11,1962,23.134,2,39958.08,10,3
542,"NON-BLACK, NON-HISPANIC",FEMALE,0,7,1961,,2,83548.71,10,7
543,"NON-BLACK, NON-HISPANIC",MALE,0,8,1959,21.108,2,217953.2,12,1
544,"NON-BLACK, NON-HISPANIC",FEMALE,47495.09,8,1960,23.501,2,208871.8,12,1
545,"NON-BLACK, NON-HISPANIC",MALE,,7,1959,54.446,2,138037,14,2
546,"NON-BLACK, NON-HISPANIC",FEMALE,0,2,1964,28.073,2,90813.81,10,5
547,"NON-BLACK, NON-HISPANIC",MALE,82840.28,7,1957,45.744,2,54488.29,11,5
548,"NON-BLACK, NON-HISPANIC",FEMALE,24299.82,11,1962,72.071,2,98078.92,12,1
549,"NON-BLACK, NON-HISPANIC",MALE,0,5,1961,42.319,2,,12,3
550,"NON-BLACK, NON-HISPANIC",FEMALE,24852.08,9,1958,81.039,2,,12,2
551,"NON-BLACK, NON-HISPANIC",FEMALE,,10,1962,,2,72651.05,,6
552,"NON-BLACK, NON-HISPANIC",FEMALE,,6,1960,94.578,2,,16,7
553,"NON-BLACK, NON-HISPANIC",MALE,33136.11,7,1961,99.15399,2,127139.3,16,7
554,"NON-BLACK, NON-HISPANIC",MALE,130335.4,12,1963,91.427,2,127139.3,16,7
555,"NON-BLACK, NON-HISPANIC",MALE,1656.806,9,1960,,2,29786.93,12,4
556,"NON-BLACK, NON-HISPANIC",MALE,,12,1957,86.423,2,,16,3
557,"NON-BLACK, NON-HISPANIC",FEMALE,16568.06,8,1959,99.324,2,,17,3
558,"NON-BLACK, NON-HISPANIC",FEMALE,44181.48,11,1962,83.317,2,134404.5,17,3
559,"NON-BLACK, NON-HISPANIC",MALE,114871.9,7,1960,95.07,2,,16,4
560,"NON-BLACK, NON-HISPANIC",MALE,57435.93,10,1959,62.344,2,107378.3,14,2
561,"NON-BLACK, NON-HISPANIC",FEMALE,65167.69,5,1959,76.633,2,,17,1
562,"NON-BLACK, NON-HISPANIC",MALE,86153.89,3,1962,64.432,3,163464.9,20,1
563,"NON-BLACK, NON-HISPANIC",FEMALE,,6,1958,44.891,2,,13,7
564,"NON-BLACK, NON-HISPANIC",MALE,0,5,1958,33.668,2,123506.8,14,5
565,"NON-BLACK, NON-HISPANIC",MALE,79526.67,6,1960,35.041,2,161285.3,13,5
566,"NON-BLACK, NON-HISPANIC",FEMALE,,7,1961,24.66,2,163464.9,12,5
567,"NON-BLACK, NON-HISPANIC",FEMALE,0,2,1963,49.801,2,72651.05,14,0
568,"NON-BLACK, NON-HISPANIC",FEMALE,47495.09,8,1961,54.083,2,,12,6
569,"NON-BLACK, NON-HISPANIC",MALE,,6,1960,87.453,2,,12,4
570,"NON-BLACK, NON-HISPANIC",MALE,109349.2,4,1964,,2,,13,4
571,"NON-BLACK, NON-HISPANIC",MALE,82840.28,10,1964,75.727,2,,13,3
572,"NON-BLACK, NON-HISPANIC",FEMALE,,3,1961,,2,,,1
573,"NON-BLACK, NON-HISPANIC",MALE,44181.48,7,1961,69.447,2,,17,1
574,"NON-BLACK, NON-HISPANIC",FEMALE,,7,1963,35.314,2,,17,1
575,"NON-BLACK, NON-HISPANIC",MALE,,2,1957,99.707,2,,19,4
576,"NON-BLACK, NON-HISPANIC",FEMALE,1325.444,6,1961,86.67599,2,,18,4
577,"NON-BLACK, NON-HISPANIC",FEMALE,,9,1958,96.036,2,,17,4
578,"NON-BLACK, NON-HISPANIC",MALE,77317.59,4,1960,98.25301,2,,18,4
579,"NON-BLACK, NON-HISPANIC",FEMALE,331.3611,11,1962,72.569,2,108976.6,12,3
580,"NON-BLACK, NON-HISPANIC",MALE,,6,1960,41.508,2,86454.75,12,3
581,"NON-BLACK, NON-HISPANIC",MALE,,8,1958,93.783,2,,12,1
582,"NON-BLACK, NON-HISPANIC",FEMALE,,3,1959,91.677,2,,16,2
583,"NON-BLACK, NON-HISPANIC",MALE,56883.66,10,1957,73.326,2,,12,1
584,"NON-BLACK, NON-HISPANIC",MALE,,8,1959,37.337,2,60663.63,10,3
585,"NON-BLACK, NON-HISPANIC",FEMALE,0,2,1963,25.699,2,83548.71,9,3
586,"NON-BLACK, NON-HISPANIC",MALE,,5,1958,22.424,2,16346.49,14,7
587,"NON-BLACK, NON-HISPANIC",MALE,,12,1960,,2,34872.5,12,7
588,"NON-BLACK, NON-HISPANIC",FEMALE,,8,1963,4.328,2,34872.5,12,6
589,"NON-BLACK, NON-HISPANIC",FEMALE,0,3,1963,0.229,2,34872.5,1,4
590,"NON-BLACK, NON-HISPANIC",FEMALE,44181.48,10,1961,6.771,2,,12,2
591,HISPANIC,FEMALE,,9,1963,96.194,2,,14,2
592,"NON-BLACK, NON-HISPANIC",MALE,,8,1961,,2,43590.63,12,3
593,HISPANIC,FEMALE,,8,1957,26.44,2,,14,5
594,BLACK,MALE,66272.23,11,1963,53.342,2,15300.31,12,3
595,BLACK,MALE,,6,1958,13.468,2,,10,11
596,BLACK,MALE,,9,1962,69.499,2,36325.53,16,2
597,BLACK,MALE,9609.473,3,1962,2.826,2,36325.53,,6
598,BLACK,FEMALE,,11,1957,16.514,2,72651.05,16,5
599,BLACK,MALE,,10,1957,31.295,2,8387.564,14,8
600,"NON-BLACK, NON-HISPANIC",MALE,43076.95,8,1961,59.737,2,87181.27,16,3
601,"NON-BLACK, NON-HISPANIC",FEMALE,,3,1963,65.103,2,87181.27,,3
602,"NON-BLACK, NON-HISPANIC",MALE,,6,1958,,2,78012.7,11,2
603,"NON-BLACK, NON-HISPANIC",FEMALE,,1,1960,39.038,2,,,2
604,"NON-BLACK, NON-HISPANIC",FEMALE,43076.95,2,1962,62.762,2,108976.6,15,2
605,"NON-BLACK, NON-HISPANIC",MALE,58540.46,3,1963,56.187,2,127139.3,12,5
606,"NON-BLACK, NON-HISPANIC",MALE,75108.52,7,1964,72.782,2,127139.3,13,5
607,"NON-BLACK, NON-HISPANIC",MALE,66272.23,8,1958,82.311,2,119874.2,12,7
608,"NON-BLACK, NON-HISPANIC",FEMALE,34240.65,5,1960,88.693,2,94446.37,16,7
609,"NON-BLACK, NON-HISPANIC",FEMALE,45615.17,9,1961,45.803,2,108976.6,16,7
610,"NON-BLACK, NON-HISPANIC",MALE,,12,1963,32.629,2,108976.6,12,7
611,"NON-BLACK, NON-HISPANIC",FEMALE,75108.52,6,1959,73.742,2,,14,8
612,"NON-BLACK, NON-HISPANIC",FEMALE,,3,1958,48.877,2,,14,8
